cd,title,address,category,menuName,menuPrice,phone,parking,holiday,openDay,openHour
844539,스시진수,서울특별시 서초구 서초동 1685-8,일본음식/초밥,"['디너 스시오마카세', '디너 사시미/스시오마카세', '런치 스시오마카세']","['80,000 원', '105,000 원', '50,000 원']",02-535-7100,o,정기휴무-매주(일),None,None
480868,스시키요시,서울특별시 강남구 청담동 97-8,일본음식/초밥,"['스시 오마카세 (점심)', '사시미 오마카세 (점심)', '오마카세 (저녁)']","['60,000 원', '80,000 원', '160,000 원']",02-544-2023,o,정기휴무-매주(일),None,None
362120,마구로정,세종특별자치시 도담동 668 도담프라자 201호 202호,일본음식/초밥,"['런치정식 (기본2.5/스페셜3.5/오마카세5.0)', '디너코스요리 (기본4.0/스페셜6.0/비지니스8.0/오마카세10.0)', '스페셜 스시', '알탕/대구탕', '참다랑어 대뱃살(오도로)10pcs']","['25,000 원', '40,000 원', '30,000 원', '10,000 원', '60,000 원']",044-866-9488,None,None,주중,10:00 ~ 23:30
1100392,스시요아케,서울특별시 강남구 신사동 648-14,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['130,000 원', '270,000 원']",0503-5798-2416,None,None,None,None
846187,스시 나미키,서울특별시 강남구 논현동 241-1,일본음식/초밥,"['점심 테이블/룸 스시코스', '저녁 테이블/룸 코스', '점심 카운터 오마카세', '저녁 카운터 오마카세']","['45,000 원', '120,000 원', '60,000 원', '150,000 원']",02-6368-7953,o,정기휴무-매주(일),None,None
617026,스시유카이,경기도 수원시 영통구 이의동 1309-2,일본음식/초밥,"['런치스시', '디너 스시', '런치 오마카세', '디너 오마카세']","['35,000 원', '65,000 원', '50,000 원', '80,000 원']",070-4069-6564,o,"연휴-설날 당일,연휴-추석 당일",매일,12:00 ~ 22:00
377611,스시카와,서울특별시 강남구 도곡동 424-8 지하1층,일본음식/초밥,"['점심 스시코스', '저녁스시오마카세']","['35,000 원', '65,000 원']",02-573-0538,None,연중무휴,매일,11:30 ~ 22:00
368397,스시이소,서울특별시 중구 충무로2가 52-9,일본음식/초밥,"['런치 스시코스(A)', '런치 스시코스(B)', '디너 스시코스', '디너 사시미코스', '디너 오마카세']","['25,000 원', '35,000 원', '55,000 원', '65,000 원', '88,000 원']",02-2263-4401,None,연중무휴,매일,11:00 ~ 23:00
377609,스시아이,서울특별시 영등포구 여의도동 13-5,일본음식/초밥,"['점심스시코스', '저녁스시코스', '저녁오마카세코스']","['44,000 원', '66,000 원', '88,000 원']",02-782-0106,None,"정기휴무-매주(토,일)",매일,11:30 ~ 22:00
421419,스시심,부산광역시 금정구 장전동 419-7,일본음식/초밥,"['니기리 세트a', '니기리 세트b', '니기리 세트c', '오마카세 A', '오마카세 B']","['20,000 원', '25,000 원', '30,000 원', '35,000 원', '55,000 원']",051-515-3088,None,정기휴무-매주(월),매일,12:00 ~ 21:30
324803,스시코우,강원도 강릉시 교동 1832-3,일본음식/초밥,"['카운터', '룸']","['85,000 원', '55,000 원']",033-655-7773,None,None,None,None
1271205,아타리,서울특별시 성동구 성덕정19길 13,일본음식/초밥,"['오마카세 1부', '오마카세 2부']","['20,000 원', '35,000 원']",None,None,"정기휴무-매주(월,화)",일,16:00 ~ 00:00
1031111,스시소라 광화문점,서울특별시 종로구 종로1가 24,일본음식/초밥,"['런치 카운터 오마카세', '디너 카운터 오마카세', '디너-스시 코스', '룸 스시코스']","['50,000 원', '80,000 원', '55,000 원', '35,000 원']",02-733-8400,o,None,주중,11:30 ~ 21:50
480074,우마이초밥,서울특별시 관악구 봉천동 7-283 ,일본음식/초밥,"['오늘의 초밥 10p', '특모듬 초밥 12p']","['10,000 원', '15,000 원']",02-871-2330,None,정기휴무-매주(월),매일,11:00 ~ 22:30
421343,스시나기,경기도 포천시 소흘읍 송우리 729-4 대한프라자Ⅰ,일본음식/초밥,"['모듬스시', '디너스시&사시미코스', '특선모듬스시', '쉐프오마카세']","['13,000 원', '29,000 원', '22,000 원', '75,000 원']",0503-5798-0421,o,None,주중,11:30 ~ 00:00
872805,스시산원 경,서울특별시 종로구 내수동 75,일본음식/초밥,"['런치 스시오마카세', '디너 스시오마카세']","['45,000 원', '70,000 원']",02-733-7770,None,정기휴무-매주(일),매일,12:00 ~ 22:00
1095889,토리고야 춘일,부산광역시 부산진구 부전2동 168-397,일본음식/초밥,"['1부 1인 오마카세', '2부 1인 오마카세']","['45,000 Won(KRW)', '18,000 Won(KRW)']",051-819-7779,x,None,None,None
1077140,쿠시카와,서울특별시 강남구 도곡동 455-4,일본음식/초밥,['쿠시아게 오마카세'],"['80,000 원']",02-579-0538,x,정기휴무-매주(일),매일,18:00 ~ 23:00
1099555,무니,서울특별시 강남구 청담동 13-3,일본음식/초밥,"['무니 오마카세', '무니 사케코스']","['119,000 원', '49,000 원']",02-511-1303,o,None,매일,18:00 ~ 02:00
1269974,호시노소라,서울특별시 서초구 서초동 1553-5,일본음식/초밥,"['디너 사시미 오마카세', '사케페어링 5종류 ', '런치오마카세']","['120,000 원', '55,000 원', '45,000 원']",02-522-4500,None,None,None,None
1269672,스시산원 궁,서울특별시 종로구 중학동 19,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['50,000 원', '80,000 원']",02-733-0918,None,None,None,None
1219557,스시우미,서울특별시 용산구 한강로2가 420,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['50,000 원', '80,000 원']",02-797-0887,o,정기휴무-매주(목),None,None
1060788,스시아라타,서울특별시 영등포구 당산동3가 158-1,일본음식/초밥,"['디너 스시오마카세', '런치 스시오마카세']","['70,000 원', '70,000 원']",02-2636-9417,None,정기휴무-매주(월),None,None
481396,요시노 ,제주특별자치도 제주시 애월읍 고성리 934,일본음식/초밥,"['런치 오마카세', '디너 오마카세 사진']","['48,000 원', '88,000 원']",064-799-2382,o,정기휴무-매주(일),매일,12:00 ~ 22:00
1255514,스시츠바사,서울특별시 강남구 신사동 517-35 1층,일본음식/초밥,"['런치오마카세', '디너오마카세', '런치 오마카세(일요일)']","['45,000 원', '95,000 원', '60,000 원']",070-4248-9198,o,비정기휴무-네이버소식란 공지,None,None
1183361,스시사카우,서울특별시 강남구 신사동 627-27,일본음식/초밥,"['런치 스시오마카세', '디너 스시오마카세']","['50,000 원', '88,000 원']",0503-5798-2748,None,정기휴무-매주(월),None,None
962785,스시호기,충청남도 천안시 서북구 백석동 150-2,일본음식/초밥,"['런치 스시오마카세A', '런치 스시오마카세B', '디너 스시오마카세', '디너 사시미스시오마카세']","['20,000 원', '30,000 원', '30,000 원', '45,000 원']",0503-5798-1535,o,정기휴무-매주(월),주중,12:00 ~ 21:30
359756,구루메스시,서울특별시 강남구 논현동 122-8 116호,일본음식/초밥,"['런치 구루메스시', '오마카세 스시', '생선회코스']","['40,000 원', '60,000 원', '110,000 원']",02-517-0709,None,None,주중,11:30 ~ 02:00
366704,스시미 ,경기도 고양시 일산동구 백석동 1313 더루벤스카운티 1층,일본음식/초밥,"['스시미런치', '특모듬스시', '모둠안주', '셰프추천A', '셰프추천B']","['15,000 원', '25,000 원', '5,000 원', '35,000 원', '45,000 원']",031-909-1124,None,정기휴무-매주(일),주중,11:30 ~ 00:00
256161,스시바 하루 ,울산광역시 남구 삼산중로84번길 5-10,일본음식/초밥,"['점심특선 -특상 스시', '저녁 스시 코스 -특상', '저녁 스시 코스 -오마카세']","['28,000 원', '33,000 원', '55,000 원']",052-268-4846,None,정기휴무-매주(월),매일,11:30 ~ 22:00
1271257,스시 결,서울특별시 강남구 신사동 645-1,일본음식/초밥,"['런치 오마카세', '디너 오마카세', '런치 룸 오마카세', '런치 룸 스시코스', '디너 룸 오마카세']","['120,000 원', '220,000 원', '100,000 원', '80,000 원', '200,000 원']",02-518-5266,None,"정기휴무-매월 첫째주(월),정기휴무-매월 셋째주(월),정기휴무-매주(일)",None,None
1269888,제주 드림타워 유메야마,제주특별자치도 제주시 노형동 925,일본음식/초밥,"['유메야마 스시 오마카세', '유메야마 테판 오마카세', '스시 모리아와세 (스시 8종)', '사시미 모리아와세 (사시미 8종)', '[런치 세트 메뉴] 장어덮밥']","['150,000 원', '180,000 원', '54,000 원', '54,000 원', '48,000 원']",064-907-1234,o,"정기휴무-매주(수,화)",None,None
1071652,니꾸바시야,서울특별시 송파구 방이동 99-22,일본음식/초밥,"['부채살', '업진살', '니꾸바시야 오마카세', '제이타쿠 시야 오마카세', '고기 모듬']","['20,000 원', '24,000 원', '65,000 원', '78,000 원', '83,000 원']",0503-5798-2247,None,정기휴무-매주(월),매일,17:00 ~ 22:00
1012574,하찌,제주특별자치도 서귀포시 호근동 477-4,일본음식/초밥,['오마카세'],"['130,000 원']",0503-5798-1912,o,정기휴무-매주(일),주중,12:00 ~ 14:00
319321,스시준,서울특별시 마포구 공덕동 242-15,일본음식/초밥,"['점심특선', '저녁특선', '혼마구로', '점심오마카세', '저녁오마카세']","['15,000 원', '30,000 원', '70,000 원', '30,000 원', '60,000 원']",02-706-8111,None,정기휴무-매주(일),None,None
373175,스시앤,제주특별자치도 제주시 이도2동 1053-1,일본음식/초밥,"['런치오마카세', '디너오마카세']","['70,000 원', '120,000 원']",064-726-9696,None,None,매일,12:00 ~ 22:00
1114483,쿠시토쿡,서울특별시 강남구 신사동 544-7,일본음식/초밥,"['클래식 오마카세 ', '프리미엄 오마카세', '런치  (12:00~14:00)']","['80,000 원', '130,000 원', '25,000 원']",02-544-5447,o,연중무휴,매일,12:00 ~ 21:30
1102297,제주이와이,제주특별자치도 제주시 애월읍 하귀2리 2420-1,일본음식/초밥,['오마카세'],"['170,000 원']",0503-5798-2426,o,정기휴무-매주(월),"일,화,수,목,금,토",17:00
1052034,스시쿠루미,서울특별시 강남구 청담동 20-30,일본음식/초밥,"['런치 오마카세', '디너 오마카세', '런치 오마카세', '디너 오마카세']","['110,000 원', '250,000 원', '150,000 원', '330,000 원']",02-545-2030,None,None,None,None
1041058,코스모스시,서울특별시 송파구 잠실동 249,일본음식/초밥,['오마카세'],"['70,000 원']",0503-5798-2059,None,정기휴무-매주(일),"월,화,수,목,금,토",19:00 ~ 23:00
874449,카메스시,서울특별시 강남구 논현동 254-26,일본음식/초밥,"['Lunch omakase', 'Dinner omakase']","['45,000 원', '100,000 원']",0503-5798-1416,o,"정기휴무-매월 마지막주(월),정기휴무-매주(일)",매일,12:00 ~ 21:30
1271322,스시 이루카,부산광역시 해운대구 우동 1408,일본음식/초밥,"['디너 오마카세', '런치 오마카세']","['80,000 원', '45,000 원']",0503-5798-3417,o,정기휴무-매주(월),None,None
1270085,스시상,광주광역시 동구 서석동 91-25,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['80,000 원', '120,000 원']",0503-5798-3554,o,정기휴무-매주(월),매일,12:00 ~ 22:00
1268625,스시엔,충청남도 천안시 서북구 불당동 1489-1,일본음식/초밥,"['런치 스시 오마카세', '디너 스시 오마카세']","['39,000 원', '75,000 원']",041-567-1177,o,정기휴무-매주(일),None,None
1249953,스시모리,충청남도 천안시 서북구 불당동 1544 상가 15동 D110,일본음식/초밥,"['런치 카운터 스시 오마카세', '디너 카운터 스시 오마카세']","['39,000 원', '85,000 원']",041-553-1411,o,정기휴무-매주(일),None,None
1219617,소야일식,서울특별시 은평구 불광동 13-7 더클래스 1층,일본음식/초밥,"['디너 (오마카세)', '심야']","['58,000 원', '30,000 원']",0503-5798-3452,None,정기휴무-매주(월),주말,19:00 ~ 22:00
1208316,스시심타카이,부산광역시 금정구 장전동 414-23 ,일본음식/초밥,"['스시오마카세', '점심']","['60,000 원', '40,000 원']",0503-5798-2858,o,정기휴무-매주(일),None,None
1116076,스시츠바키,서울특별시 강남구 신사동 640-2,일본음식/초밥,"['점심 오마카세', '저녁 스시 오마카세', '저녁 사시미 오마카세']","['50,000 원', '80,000 원', '110,000 원']",02-545-9149,None,None,주중,12:00 ~ 22:00
479614,스시아이,대전광역시 유성구 봉명동 445-4 리베라 아이누리2 도시형생활주택 ,일본음식/초밥,"['스시오마카세(런치)', '사시미스시오마카세']","['90,000 원', '170,000 원']",042-482-1005,o,연중무휴,매일,12:00 ~ 21:00
1041611,스시코에,서울특별시 서초구 방배동 866-20,일본음식/초밥,['디너 오마카세'],"['100,000 원']",0503-5798-2061,o,정기휴무-매주(일),매일,18:00 ~ 22:00
1023469,슌사이 쿠보,부산광역시 북구 화명동 194,일본음식/초밥,"['오마카세 코스', ' 요세나베', '민물장어덮밥 ']","['60,000 원', '28,000 원', '18,000 원']",051-365-2959,x,정기휴무-매주(일),매일,18:00 ~ 00:00
826685,와슈다이닝 슈토,서울특별시 강남구 논현동 81-10,일본음식/초밥,"['오마카세 코스', '제철 요리 ', '제철 솥밥']","['55,000 원', '77,000 원', '7,000 원', '25,000 원', '30,000 원']",02-6013-0214,o,정기휴무-매주(일),주말,15:00 ~ 22:00
842782,스시마이,서울특별시 강남구 신사동 634-1,일본음식/초밥,"['런치 스시 오마카세', '디너 스시오마카세']","['110,000 원', '230,000 원']",02-6925-3126,None,정기휴무-매주(일),None,None
1253261,심야섭식당,서울특별시 마포구 망원동 394-87   ,일본음식/초밥,['오마카세 '],"['48,000 원']",0503-5798-3015,None,정기휴무-매주(월),"일,화,수,목,금,토",17:00 ~ 02:00
1244934,스시카나,서울특별시 강남구 신사동 583-3,일본음식/초밥,"['디너 스시 오마카세', '디너 사시미 오마카세 ']","['88,000 원', '110,000 원']",02-6407-4060,None,None,None,None
1269664,호시쿠,서울특별시 강남구 청담동 19-2   ,일본음식/초밥,"['런치 오마카세', '디너오마카세', '호시쿠오마카세']","['55,000 원', '135,000 원', '180,000 원']",02-540-1888,None,정기휴무-매주(일),"월,화,수,목,금,토",12:00 ~ 22:00
1269506,스시윤슬,서울특별시 서초구 서초동 1554-5,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['55,000 원', '80,000 원', '120,000 원']",0503-5798-3074,o,정기휴무-매주(일),None,None
1208647,소류,서울특별시 송파구 방이동 104-13,일본음식/초밥,"['소류 디너 오마카세', '소류 런치 카이센동 정식', '소류 런치 마파두부 정식 ', '후토마끼 정식']","['80,000 원', '29,000 원', '19,000 원', '24,000 원']",02-415-3777,o,정기휴무-매주(월),매일,12:00 ~ 23:00
1207427,스시쿠도쿠,부산광역시 북구 구포동 119-2 스시쿠도쿠,일본음식/초밥,['스시오마카세'],"['40,000 원']",0503-5798-3172,None,정기휴무-매주(월),None,None
1151120,아오미,경상북도 포항시 남구 연일읍 유강리 594-3,일본음식/초밥,"['스시', '아오미 오마카세', '오마카세 1인']","['20,000 원', '30,000 원', '70,000 원']",054-277-5537,x,연휴-추석 당일,매일,11:30 ~ 21:00
1042260,나오키,서울특별시 강서구 등촌동 678-1,일본음식/초밥,['오마카세'],"['88,000 원']",0503-5798-2065,o,정기휴무-매주(월),주중,18:00 ~ 22:00
370120,이춘복스시,서울특별시 서초구 서초동 1317,일본음식/초밥,"['일반초밥(점심)', '히레까스(점심)', '오마카세 A', '모둠사시미']","['10,000 원', '7,000 원', '28,000 원', '40,000 원']",02-591-4558,None,연중무휴,매일,11:00 ~ 02:00
1212075,스시키즈나,서울특별시 종로구 소격동 159,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['110,000 원', '220,000 원']",02-722-0411,x,"정기휴무-매월 마지막주(일),정기휴무-매주(월)","화,수,목,금,토",12:00 ~ 21:30
1199744,네기스키야키,서울특별시 강남구 신사동 603,일본음식/초밥,"['네기 스키야키', '토마토 스키야키', '디너 오마카세', '스테이크동', '니단쥬']","['70,000 원', '70,000 원', '120,000 원', '38,000 원', '58,000 원']",02-543-1060,o,None,일,11:30 ~ 21:00
480526,스시담,광주광역시 광산구 수완동 1414 ,일본음식/초밥,"['담 모듬초밥', '참치 코스 골드']","['20,000 원', '50,000 원']",062-956-1254,None,정기휴무-매월 둘째주(월),매일,10:00 ~ 00:00
1280898,스시메르,서울특별시 공평동 63   ,일본음식/초밥,"['런치 스시 오마카세', '디너 스시오마카세']","['120,000 원', '200,000 원']",02-722-4330,None,정기휴무-매주(토),"월,화,수,목,금,토",12:00 ~ 22:00
1269779,스시상현,서울특별시 강남구 청담동 20-30 ,일본음식/초밥,['디너 프리미엄 코스'],"['330,000 원']",02-545-2030,None,None,None,None
754901,우스시게,서울특별시 종로구 관철동 43-1   ,일본음식/초밥,"['모둠초밥 14p', '특초밥 14p', '광어초밥 12p']","['18,000 원', '28,000 원', '23,000 원']",02-776-8866,None,정기휴무-매주(일),주말,12:00 ~ 21:30
823953,토리준,서울특별시 강남구 청담동 13 지하 1층,일본음식/초밥,['야키토리 오마카세 5종'],"['35,000 원']",02-546-4180,None,None,주중,18:00 ~ 01:00
369802,구마스시,서울특별시 종로구 신문로1가 163,일본음식/초밥,"['런치', '디너', '포장']","['40,000 원', '60,000 원', '40,000 원']",02-735-2500,None,None,None,None
434126,스시분초,인천광역시 서구 심곡동 279-12 스시분초,일본음식/초밥,"['런치 스시코스', '디너 스시코스 A', '디너 스시코스 B']","['20,000 원', '25,000 원', '35,000 원']",070-7856-2288,None,정기휴무-매주(일),주말,12:00 ~ 22:00
1110880,스시아오타,서울특별시 강남구 논현동 101-8,일본음식/초밥,"['런치스시', '디너오마카세']","['130,000 원', '260,000 원']",02-511-7934,o,None,None,None
444791,오마치슌,서울특별시 강남구 대치동 900-18,일본음식/초밥,"['오마카세', '왕새우튀김', '함박스테이크', '우니']","['70,000 원', '23,000 원', '21,000 원']",02-557-1833,o,정기휴무-매주(일),매일,16:00 ~ 02:00
373956,두사라,서울특별시 강남구 신사동 511-17 1F,일본음식/초밥,"['두사라 세트 (1인)', '두사라 카운터 오마카세 (1인)', '두사라 세트 (1인)', '두사라 카운터 오마카세 (1인)']","['50,000 원', '99,000 원', '50,000 원', '99,000 원']",02-511-1007,None,연중무휴,매일,18:00 ~ 00:00
1271429,알고리즘,서울특별시 신사동 652-3 YK빌딩  ,일본음식/초밥,"['런치 코스', '디너코스']","['80,000 원', '130,000 원']",070-8845-3869,None,None,None,None
777991,재패니즈다이닝안심,서울특별시 강남구 역삼동 699-3,일본음식/초밥,"['사시미모둠 2인', '사시미모둠 3인', '사시미모둠 4인', '오마카세 1인', '옥돔숯불구이', '옥돔숯불구이 절반', '자연산 우럭구이', '안심마끼', '안심마끼 절반']","['38,000 원', '55,000 원', '72,000 원', '70,000 원', '35,000 원', '17,000 원', '22,000 원', '22,000 원', '13,000 원']",070-8808-0618,o,정기휴무-매주(일),매일,18:00 ~ 00:00
576825,우타,경기도 안양시 동안구 관양동 1707-10,일본음식/초밥,[],[],031-424-4234,None,None,None,None
365949,한참치2호점,경기도 용인시 기흥구 보정동 1184-4,일본음식/초밥,"['참치회 정식', '런치 코스 A정식']","['25,000 원', '14,000 원']",031-889-4875,None,정기휴무-매주(일),주중,11:30 ~ 23:00
372123,Sushi On Jones,"348 Bowery, New York, 10012 United States",일본음식/초밥,['Omakase'],['50 달러'],+1-917-270-1815,None,연중무휴,매일,08:00 ~ 21:00
482643,갓포하루 ,서울특별시 중구 태평로2가 150 지하2층,일본음식/초밥,"['스페셜 갓포하루 오마카세', '스시(10EA)', '회덮밥', '오마카세', '사시미정식코스- 런치코스요리', '스시정식코스- 런치코스요리', '스시스페셜, 왕새우, 튀김, 우동', '스시, 튀김, 우동']","['80,000 원', '15,000 원', '10,000 원', '12,000 원', '50,000 원', '40,000 원', '29,000 원', '22,000 원', '15,000 원']",None,None,None,None,None
479665,스시오니,대전광역시 서구 둔산동 1309,일본음식/초밥,"['LUNCH 오마카세', 'DINNER 오마카세']","['70,000 원', '130,000 원']",042-472-3355,None,연중무휴,매일,12:00 ~ 22:00
1088778,쿠시마사 판교,경기도 성남시 분당구 백현동 582-1   ,일본음식/초밥,['쿠시아게 오마카세(저녁만가능)'],"['120,000 원']",0503-5798-3128,None,None,주중,17:30 ~ 22:00
370345,거옥,부산광역시 중구 남포동2가 30-3,일본음식/초밥,"['거옥 오마카세', '밍크고래 코스요리', '밍크고래 모듬 소', '랍스타 코스요리']","['120,000 원', '55,000 원', '80,000 원', '80,000 원']",051-242-9060,None,연중무휴,None,None
872415,스시사이,서울특별시 용산구 이촌동 301-18 B1층,일본음식/초밥,"['점심 오마카세', '점심 사시미+스시코스', '저녁스시코스', '점심 스시코스', '점심 오마카세', '점심 스시코스 (Room)', '점심 사시미+스시코스(Room)', '저녁 오마카세', '저녁 스시코스 (Room)', '저녁 사시미+스시코스 (Room)', '점심 스시 포장', '저녁 스시 포장', '후토마키']","['60,000 원', '60,000 원', '55,000 원', '55,000 원', '95,000 원', '95,000 원', '45,000 원', '45,000 원', '60,000 원', '45,000 원', '55,000 원', '120,000 원', '95,000 원', '110,000 원', '35,000 원', '50,000 원', '35,000 원']",02-792-6748,None,None,매일,12:00 ~ 22:00
450270,스시고산,경기 성남시 분당구 수내동 19-3 대덕프라자,일본음식/초밥,"['런치 오마카세', '도미머리찜', '포장']","['25,000 원', '25,000 원', '30,000 원']",7174353,None,None,None,None
866173,슈토3 슌야,서울특별시 서초구 서초동 1361-8,일본음식/초밥,['오마카세'],"['40,000 원']",02-6013-0215,None,None,주중,18:00 ~ 01:00
428820,마스터스시,경상남도 통영시 광도면 죽림리 1570-7,일본음식/초밥,"['런치세트A', '디너세트A', '런치세트B', '디너세트B', '사시미세트A', '사시미세트B', '오늘의스시', '프리미엄스시', '스페셧스시', '오마카세', '소갈비살스시', '연어스시']","['13,800 원', '19,800 원', '15,800 원', '22,800 원', '28,500 원', '37,500 원', '12,800 원', '14,800 원', '17,800 원', '21,500 원', '18,500 원', '15,800 원']",055-645-8333,o,연중무휴,주중,12:00 ~ 15:00
1118167,스시요로코부,인천광역시 연수구 송도동 23-5,일본음식/초밥,"['런치오마카세', '디너오마카세']","['45,000 원', '85,000 원']",032-834-6809,None,"정기휴무-매월 둘째주(월),정기휴무-매월 넷째주(월),정기휴무-매주(일)",매일,12:00 ~ 22:00
1096361,나오스시,부산광역시 해운대구 중동 1766-3 ,일본음식/초밥,"['금토일 런치오마카세 1인', '디너오마카세 1인']","['55,000 원', '75,000 원']",051-741-3458,o,정기휴무-매주(화),None,None
1270333,스시치우,서울특별시 강남구 대치동 943 ,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['110,000 원', '220,000 원']",02-552-8857,None,정기휴무-매주(화),None,None
1118058,스시 히나타,서울특별시 강남구 논현동 144-20 1층,일본음식/초밥,"['스시 오마카세A(11pc+우동)', '스시 오마카세B(13pc+우동)', '사시미(16pc+우동)', '점심 특선- 히나타 정식', '점심 특선- 스시 정식']","['16,000 원', '26,000 원', '36,000 원', '9,000 원', '10,000 원']",02-540-2462,None,None,주중,11:30 ~ 22:00
807995,어리숙회,서울특별시 강남구 논현동 196-10,일본음식/초밥,"['점심식사', '오마카세(코스) 4인상/인당', '오마카세(코스)', '한상차림(오마카세) 3인기준', '거북손해물파스타', '점시포장(도시락)', '오마카세(코스) 3인상/인당', '오마카세(코스) 2인상/인당']","['8,000 원', '44,000 원', '44,000 원', '300,000 원', '25,000 원', '6,000 원', '48,000 원', '52,000 원']",0503-5798-1040,None,None,주중,11:30 ~ 13:00
1283028,스시금강 서초,서울특별시 서초동 1603-69  12동 상가 ,일본음식/초밥,"['디너 오마카세', '런치 오마카세']","['80,000 원', '45,000 원']",02-586-7001,None,None,None,None
1271432,스시오오모토,서울특별시 성동구 성수동1가 8-19 ,일본음식/초밥,"['런치오마카세', '디너오마카세']","['45,000 원', '75,000 원']",02-466-6906,None,정기휴무-매주(일),None,None
1269887,스시 키와메,경기도 의정부시 민락동 843-2 ,일본음식/초밥,"['런치 오마카세 B', '런치 오마카세 C', '런치 오마카세 D', '디너 오마카세 A', '디너 오마카세 B']","['55,000 원', '80,000 원', '100,000 원', '60,000 원', '80,000 원']",031-853-4628,None,정기휴무-매주(일),None,None
1269777,스시금강,서울특별시 강서구 마곡동 774-11,일본음식/초밥,"['런치 오마카세', '디너 오마카세', '스폐셜 오마카세']","['50,000 원', '80,000 원', '110,000 원']",0503-5798-3130,None,None,None,None
1265244,플라넌,서울특별시 강남구 대치동 945-29,일본음식/초밥,"['런치 오마카세', '디너 오마카세 A', '디너 오마카세 B', '당일 재료 구성에 따른 맞춤형 단품']","['55,000 원', '150,000 원', '90,000 원']",02-3452-9797,o,정기휴무-매주(일),주중,11:30 ~ 22:00
1216103,스시코우,부산광역시 수영구 민락동 31-19 1층,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['38,000 원', '65,000 원']",0503-5798-3568,None,정기휴무-매주(목),주중,12:00 ~ 22:00
1205297,스시온도,서울특별시 은평구 응암동 113-35 ,일본음식/초밥,"['런치오마카세', '디너오마카세']","['35,000 원', '70,000 원']",0503-5798-3208,None,"정기휴무-매주(월,일)",None,None
1194874,스시소라 마포점,서울특별시 마포구 도화동 563 ,일본음식/초밥,"['런치 카운터 오마카세', '디너 카운터 오마카세', '점심 스시 코스', '점심 사시미 오마카세', '저녁 스시 코스']","['50,000 원', '80,000 원', '35,000 원', '60,000 원', '55,000 원']",02-701-2200,None,None,주말,11:30 ~ 22:00
623920,일보,경기도 수원시 팔달구 화서동 722-1,일본음식/초밥,"['우동메밀정식', '런치일보정식', '런치오마카세', '디너일보정식', '디너오마카세', '사시미모리아와세']","['10,000 원', '16,000 원', '35,000 원', '24,000 원', '45,000 원', '40,000 원', '140,000 원']",031-292-0723,None,정기휴무-매주(월),"일,화,수,목,금,토",11:30 ~ 22:00
441707,하나스시,경기도 성남시 분당구 삼평동 678 ,일본음식/초밥,"['디너 오마카세 A코스', '디너 오마카세 B코스', '런치 오마카세', '런치 스시 셋트', '런치 특선 - 생우동 셋트']","['65,000 원', '90,000 원', '45,000 원', '25,000 원', '25,000 원']",031-696-1795,None,정기휴무-매주(일),주말,12:00 ~ 21:00
1091654,와려,서울특별시 강남구 대치동 950-11 2층 2호,일본음식/초밥,['오마카세 CORUSE'],"['90,000 원']",02-508-2648,o,정기휴무-매주(일),주중,17:00 ~ 23:30
953328,카코우,경기도 구리시 인창동 701,일본음식/초밥,"['스시오마카세', '오마카세A, B']","['25,000 원', '35,000 원', '50,000 원']",031-563-2015,None,정기휴무-매주(일),매일,12:00 ~ 23:00
1284726,스시금강 서초,서울특별시 서초구 서초동 1603-69,일본음식/초밥,"['런치오마카세', '디너오마카세']","['45,000 원', '80,000 원']",0503-5798-3579,None,"정기휴무-매주(일,월)","화,수,목,금,토",11:30 ~ 22:00
1277363,젠스시,경기도 고양시 일산서구 대화동 2307-12,일본음식/초밥,['오마카세'],"['65,000 원']",031-923-5415,None,"정기휴무-매월 첫째주(화),정기휴무-매주(월)",None,None
1271489,스시욘즈,서울특별시 강남구 삼성동 155-11 ,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['50,000 원', '100,000 원']",0503-5798-3495,None,None,매일,12:00 ~ 22:00
1271466,이시키,경기도 남양주시 와부읍 도곡리 985 ,일본음식/초밥,"['런치오마카세', '디너오마카세']","['25,000 원', '35,000 원']",0503-5798-3489,None,정기휴무-매주(월),매일,11:30 ~ 00:00
1228460,스시미소,서울특별시 영등포구 여의도동 13-21 지하1층 110-1호,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['38,000 원', '70,000 원']",0503-5798-2939,None,None,주중,00:00 ~ 23:59
1228573,스시다원,서울특별시 송파구 삼전동 4,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['50,000 원', '90,000 원']",02-425-6906,None,None,매일,12:00 ~ 22:00
1208713,스시 이세이,경기도 수원시 영통구 영통동 1007-11,일본음식/초밥,"['디너 오마카세', '런치 오마카세 (카운터)', '런치 스시 (테이블)']","['66,000 원', '44,000 원', '25,000 원']",0503-5798-3133,None,정기휴무-매주(일),매일,11:30 ~ 22:00
